嘎,ga1,ga2,ga3
嘏,gu3,jia3
嘑,hu1
嘒,hui4
嘔,ou3
嘗,chang2
嘘,shi1,xu1
嘚,de1,dei1
嘛,ma5
嘞,lei5
嘟,du1
嘡,tang1
嘣,beng1
嘤,ying1
嘦,jiao4
嘧,mi4
嘩,hua1,hua2
嘬,chuai4,zuo1
嘭,peng1
嘮,lao2,lao4
嘯,xiao4
嘰,ji1
嘱,zhu3
嘲,chao2,zhao1
嘴,zui3
嘵,xiao1
嘶,si1
嘸,ḿ
嘹,liao2
嘻,xi1
嘽,chan3,tan1
嘿,hei1,mo4
噀,xun4
噁,e3
噆,zan3
噇,chuang2
噉,dan4
噌,ceng1,cheng1
噍,jiao4
噎,ye1
噏,xi1
噐,qi4
噑,hao2
噔,deng1
噗,pu1
噘,jue1
噙,qin2
噚,xun2
噜,lu1
噝,si1
噠,da1
噢,o1
噤,jin4
噥,nong2
噦,hui4,yue3
器,qi4
噩,e4
噪,zao4
噫,yi1
噬,shi4
噭,jiao4
噯,ai1,ai3,ai4
噰,yong1
噱,jue2,xue2
噲,kuai4
噶,ga2
噷,hm
噸,dun1
噹,dang1
噻,sai1
噼,pi1
噽,pi3
嚀,ning2
嚃,ta1
嚄,huo1,huo4,o3
嚅,ru2
嚆,hao1
嚇,he4,xia4
嚌,ji4
嚎,hao2
嚏,ti4
嚐,chang2
嚓,ca1,cha1
嚙,nie4
嚚,yin2
嚜,me5
嚣,ao2,xiao1
嚥,yan4
嚦,li4
嚨,long2
嚪,dan4
嚫,chen4
嚬,pin2
嚭,pi3
嚮,xiang4
嚯,huo4
嚲,duo3
嚳,ku4
嚴,yan2
嚷,rang1,rang3
嚻,xiao1
嚼,jiao2,jiao4,jue2
嚾,huan1
囀,zhuan4
囁,nie4
囅,chan3
囈,yi4
囉,luo1,luo2
囊,nang1,nang2
囌,su1
囑,zhu3
囔,nang1
囘,hui2
囚,qiu2
四,si4
囝,jian3,nan1
回,hui2
囟,xin4
因,yin1
囡,nan1
团,tuan2
囤,dun4,tun2
囥,kang4
囫,hu2
囬,hui2
园,yuan2
囮,e2
囯,guo2
困,kun4
囱,cong1
围,wei2
囵,lun2
囷,qu1n
囹,ling2
固,gu4
国,guo2
图,tu2
囿,you4
圂,hun4
圃,pu3
圄,yu3
圅,han2
圆,yuan2
圇,lun2
圈,juan1,juan4,quan1
圉,yu3
圊,qing1
國,guo2
圌,chuan2,chui2
圍,wei2
圐,ku1
園,yuan2
圕,tu2
圖,tu2
團,tuan2
圙,lüe4
圜,huan2,yuan2
圝,luan2
圞,luan2
土,tu3
圣,sheng4
在,zai4
圩,wei2,xu1
圪,ge1
圬,wu1
圭,gui1
圮,pi3
圯,yi2
地,de5,di4
圳,zhen4
圹,kuang4
场,chang2,chang3
圻,qi2,yin2
圾,ji1
址,zhi3
坂,ban3
均,jun1
坊,fang1,fang2
坋,ben4,fen4
坌,ben4
坍,tan1
坎,kan3
坏,huai4,pi1
坐,zuo4
坑,keng1
块,kuai4
坚,jian1
坛,tan2
坜,li4
坝,ba4
坞,wu4
坟,fen2
坠,zhui4
坡,po1
坢,ban4
坤,kun1
坦,tan3
坨,tuo2
坩,gan1
坪,ping2
坫,dian4
坭,ni2
坯,pi1
坳,ao4
坵,qiu1
坶,mu3
坷,jiong1,ke1,ke3
坻,chi2,di3
坼,che4
坿,fu4
垂,chui2
垃,la1
垄,long3
垆,lu2
垇,ao4
型,xing2
垌,dong4,tong2
垍,ji4
垒,lei3
垓,gai1
垕,hou4
垚,yao2
垛,duo3,duo4
垜,duo3,duo4
垝,gui3
垞,cha2
垟,yang2
垠,yin2
垡,fa2
垢,gou4
垣,yuan2
垤,die2
垦,ke3n
垧,shang3
垩,e4
垫,dian4
垭,ya1
垮,kua3
垯,da5
垱,dang4
垲,kai3
垴,nao3
垵,an3
垸,yuan4
垽,yin4
垿,xu4
埂,geng3
埃,ai1
埆,que4
埋,mai2,man2
埌,lang4
城,cheng2
埏,shan1
埒,lie4
埔,bu4,pu3
埕,cheng2
埘,shi2
埙,xun1
埚,guo1
埜,ye3
埝,nian4
域,yu4
埠,bu4
埡,ya1
埤,pi2,pi4
埨,lun3
埭,dai4
埯,an3
埰,cai4
埳,kan3
埴,zhi2
埵,duo3
執,zhi2
埸,yi4
培,pei2
基,ji1
埻,zhun3
埼,qi2
埽,sao4
堀,ku1
堂,tang2
堃,kun1
堄,ni4
堅,jian1
堆,dui1,zui1
堇,jin3
堉,yu4
堊,e4
堋,peng2
堌,gu4
